gene	sample_name
ENSG00000009724	41
ENSG00000116649	1879
ENSG00000120942	465
ENSG00000120948	3716
ENSG00000171819	10
ENSG00000171824	1405
ENSG00000175262	0
ENSG00000198793	3280
ENSG00000207213	0
ENSG00000207451	0
ENSG00000215785	0
ENSG00000225602	0
ENSG00000226849	6
ENSG00000230337	5
ENSG00000238173	0
ENSG00000238199	0
ENSG00000253086	0
ENSG00000264181	0
ENSG00000271794	0
ENSG00000271895	42
